Band1,Band2,Band3,Band4,Band5,Band6
75,58,48,116,65,32
76,59,50,117,65,32
74,57,48,116,64,32
76,57,47,111,64,33
77,60,51,104,74,40
78,61,53,98,86,48
82,65,56,95,90,58
82,65,57,84,90,60
79,60,52,86,84,50
78,60,47,89,84,47
77,61,48,87,86,50
79,61,49,85,83,53
79,61,48,88,82,51
79,59,46,93,84,46
79,60,47,94,83,44
79,62,49,92,84,45
77,61,48,91,84,50
78,60,49,92,86,48
78,62,52,85,87,54
79,65,54,82,92,62
78,62,53,93,86,55
80,61,47,91,83,49
77,60,48,101,80,44
75,58,45,111,75,39
75,58,44,119,70,35
75,58,44,122,70,31
74,58,44,123,70,34
75,59,43,123,70,33
76,57,44,125,74,36
75,59,44,122,71,36
78,60,47,104,84,48
76,60,45,98,83,47
76,59,46,92,82,46
80,59,48,86,83,50
77,59,46,87,81,48
77,58,49,86,82,50
78,58,43,98,80,41
74,58,46,103,72,40
76,58,46,112,63,32
77,57,43,117,58,28
74,57,42,116,57,27
76,56,43,113,59,28
76,57,46,109,60,30
77,57,47,101,62,33
76,58,47,102,66,34
74,58,45,109,59,29
74,56,42,103,54,28
73,55,44,97,54,27
74,57,45,98,54,29
73,56,43,101,55,26
75,57,44,104,56,29
77,61,47,109,67,35
81,65,47,127,68,35
79,67,48,137,60,28
79,65,48,134,61,28
80,66,48,130,63,31
80,66,48,127,59,30
78,65,47,128,58,29
80,65,47,130,56,29
75,62,45,127,58,27
73,56,43,114,59,29
73,54,39,110,52,24
72,54,40,109,54,26
75,54,39,113,56,29
73,55,39,106,54,26
74,54,41,112,58,30
73,56,43,110,63,30
74,56,45,105,70,41
75,52,40,108,53,24
72,52,42,99,52,25
75,55,40,99,51,28
71,54,41,95,51,26
72,52,39,99,53,26
71,53,40,108,58,28
76,53,41,110,63,31
71,52,39,112,58,27
73,52,39,112,53,26
72,51,39,112,51,24
74,52,39,114,53,26
75,56,43,108,71,37
76,60,44,125,77,38
77,57,42,135,74,33
72,57,40,133,73,33
76,57,41,132,74,35
74,57,41,132,73,33
74,57,41,132,73,34
75,55,43,132,73,35
77,57,42,129,73,35
76,58,41,123,71,35
75,57,42,117,72,34
81,61,51,85,84,54
80,62,53,84,85,53
80,62,50,81,84,58
80,62,52,83,84,57
82,64,54,82,85,55
81,63,54,80,86,60
83,68,60,83,87,60
80,67,51,123,70,40
80,67,50,138,62,30
80,66,49,137,60,29
81,67,49,137,60,28
79,67,50,140,60,28
79,63,47,117,62,30
74,56,45,106,60,31
75,55,43,103,60,29
74,55,43,102,58,29
73,55,42,102,56,29
75,55,42,105,58,26
73,55,42,104,55,28
74,56,42,107,61,30
77,62,44,118,66,33
81,65,47,132,60,30
83,67,47,134,61,29
83,66,47,133,60,29
80,66,49,129,62,30
80,66,51,119,71,38
77,63,50,112,79,44
74,58,46,112,69,36
76,58,47,111,70,38
79,60,49,105,71,39
78,58,47,108,67,34
75,55,42,115,63,31
74,55,42,115,64,32
76,56,42,115,64,32
75,56,43,114,63,31
76,59,48,108,68,37
77,58,49,103,63,36
74,53,43,104,54,30
71,52,41,104,52,26
75,53,44,102,53,26
74,55,43,99,54,28
74,55,44,101,54,28
74,54,42,102,54,28
75,54,43,98,55,27
75,55,44,98,56,29
73,55,43,104,54,28
74,56,40,106,55,26
75,53,43,102,52,27
74,55,45,101,54,25
79,61,51,91,75,45
74,57,46,114,74,36
78,63,47,112,69,38
80,65,48,107,72,36
77,67,51,102,71,37
81,68,55,93,75,50
83,64,53,93,77,49
78,60,47,110,75,41
76,59,46,119,76,37
77,62,48,118,82,41
78,63,49,117,85,42
78,62,50,112,84,42
80,67,58,95,90,54
90,72,72,77,93,64
90,73,76,73,104,78
87,74,71,79,114,72
85,71,71,83,117,71
86,74,83,75,120,75
88,78,94,65,117,76
90,76,96,67,116,77
93,78,97,69,121,78
93,83,102,75,127,80
94,87,106,78,127,82
96,84,108,78,124,81
93,87,107,80,121,75
93,83,100,81,119,78
91,80,97,85,117,76
89,77,88,89,115,71
88,78,84,92,101,62
88,75,80,94,91,53
97,89,109,83,133,86
95,88,107,85,133,84
96,87,107,86,126,79
95,86,102,89,115,72
88,78,91,92,106,66
85,72,80,96,101,61
82,66,64,100,96,57
80,61,55,107,79,44
74,54,43,115,62,31
73,53,39,122,59,28
75,53,41,123,58,28
71,53,39,124,59,27
74,53,38,123,59,28
74,53,40,121,57,29
74,54,42,120,62,29
73,56,43,125,65,31
74,56,41,128,66,32
72,55,40,127,66,30
75,55,39,126,64,30
75,54,40,124,63,31
74,54,39,124,62,30
75,59,43,115,69,35
82,66,58,101,85,47
81,64,55,81,80,48
75,57,43,57,44,29
72,52,41,45,33,20
78,59,46,75,55,31
81,64,54,88,78,43
90,76,75,78,91,64
82,63,56,74,61,36
81,64,53,90,71,42
82,68,56,108,90,49
78,68,49,112,75,39
75,67,46,115,70,33
78,66,48,109,70,35
77,66,46,119,66,30
77,64,46,124,70,31
77,62,44,121,66,31
75,54,41,125,61,29
75,54,41,129,60,27
71,53,39,129,60,28
75,54,39,130,58,27
71,52,40,129,56,24
73,54,41,124,55,28
72,58,44,125,67,29
76,57,42,127,68,34
76,58,44,129,68,32
76,58,43,131,69,31
74,57,43,130,68,34
75,58,45,130,69,30
77,58,44,130,68,31
76,56,44,124,65,32
73,55,42,115,60,30
75,56,45,98,57,29
76,56,44,89,56,30
75,54,43,92,54,29
76,55,43,102,56,29
73,55,44,110,59,28
74,55,40,123,66,31
74,56,42,120,65,31
74,55,42,119,58,27
73,54,41,118,51,24
76,57,43,114,55,28
77,63,46,117,68,33
79,66,47,119,70,33
78,65,46,115,70,34
77,65,46,117,69,32
77,65,47,109,68,33
80,64,51,94,73,41
82,68,56,84,78,51
80,67,57,82,78,52
80,66,55,87,85,55
82,66,57,82,84,58
82,65,57,84,92,64
79,62,52,91,89,52
78,60,47,101,87,45
76,60,46,100,88,48
78,62,49,104,89,49
78,60,46,113,85,44
74,59,40,123,78,37
78,58,44,129,67,31
74,57,42,129,64,30
75,55,41,126,63,30
75,57,43,120,60,29
75,56,41,117,57,28
74,57,42,119,58,29
75,55,41,127,64,29
77,57,43,130,65,30
75,57,41,131,65,32
75,58,44,127,63,30
76,56,44,120,60,28
78,60,48,105,67,37
78,64,51,107,72,40
76,65,48,119,71,35
78,64,47,127,68,33
76,65,44,130,71,31
77,66,46,127,71,32
78,66,48,126,72,34
78,67,48,126,71,34
78,66,46,129,70,31
79,66,47,128,70,35
77,67,48,127,70,31
78,65,46,129,70,33
79,67,49,126,70,31
82,70,58,114,80,43
83,70,58,109,78,43
80,68,51,111,72,37
81,67,58,100,80,46
86,73,73,92,96,59
90,77,85,88,112,75
86,73,69,86,98,67
82,69,54,98,79,46
80,67,52,101,74,40
80,67,54,100,78,44
82,67,57,94,81,49
79,64,53,102,82,50
78,62,54,106,76,43
78,61,49,105,68,35
75,60,48,105,70,36
77,60,48,109,71,37
76,59,50,107,67,36
75,61,50,111,68,36
76,59,49,114,69,36
76,59,48,111,67,32
75,57,50,110,66,34
78,62,49,108,68,39
75,58,48,117,67,35
75,60,48,116,67,33
77,57,49,110,66,35
73,59,47,109,64,33
76,58,48,115,64,32
72,60,48,114,63,34
74,58,47,113,62,30
74,58,46,116,65,31
75,59,47,114,63,32
75,59,48,112,64,32
74,60,48,112,64,32
74,57,47,113,64,33
75,58,49,115,65,30
77,59,50,117,65,33
74,59,48,118,65,32
74,58,48,116,63,32
74,59,49,108,63,32
76,61,52,102,71,38
78,61,52,99,79,47
82,64,55,85,91,62
79,60,50,82,85,55
77,62,47,85,81,50
78,60,47,84,82,50
78,60,47,84,84,51
78,60,46,88,83,51
79,60,47,88,85,52
78,61,48,86,83,50
76,60,47,87,83,49
77,60,47,88,86,53
78,61,49,86,87,53
78,62,48,87,85,51
78,62,50,88,88,55
80,62,52,85,87,58
77,60,47,94,85,49
76,60,45,97,82,44
77,60,44,98,81,44
74,58,45,104,76,40
75,58,44,115,73,35
75,58,44,123,72,33
76,58,45,125,72,33
76,57,44,125,75,37
77,59,45,115,77,41
78,59,48,102,86,51
77,60,42,106,83,43
77,60,45,99,83,45
78,60,49,84,85,54
81,59,51,82,85,54
77,59,49,84,86,53
77,60,48,86,83,50
78,61,50,86,83,52
79,59,47,89,80,44
76,58,44,106,70,34
75,58,44,114,61,27
75,56,42,115,56,26
75,56,44,114,57,29
76,59,47,98,68,38
80,62,53,86,86,55
78,63,52,92,78,48
76,60,46,98,61,33
74,57,46,100,55,29
74,56,43,99,55,27
73,56,43,101,55,26
76,58,43,110,62,31
77,63,49,118,72,40
82,66,47,131,63,30
79,67,49,133,63,28
80,65,47,131,61,30
79,65,47,128,59,29
79,65,48,126,59,30
80,65,46,130,59,28
79,64,46,131,59,29
75,59,46,121,59,31
72,54,42,110,57,28
72,52,38,105,52,26
72,53,40,104,53,27
72,53,41,104,52,27
73,53,41,106,53,27
73,53,40,113,56,28
73,55,42,115,63,29
74,55,41,112,62,30
74,53,40,105,52,26
72,55,43,95,51,25
74,57,42,93,54,29
73,53,43,93,51,28
73,53,41,100,50,25
73,52,41,105,49,23
73,52,41,107,52,27
73,55,42,110,57,29
75,54,42,112,57,29
72,52,39,113,53,25
75,55,42,114,66,32
79,59,48,116,78,40
76,58,41,130,74,35
76,57,41,135,75,35
77,58,44,134,73,34
76,57,42,135,74,35
74,56,42,134,75,36
75,57,43,133,74,33
73,60,40,133,74,34
75,57,40,132,73,35
74,57,42,129,71,34
76,57,42,125,70,34
83,63,57,78,86,57
80,63,52,86,84,53
80,61,50,85,83,52
82,62,53,84,86,54
80,64,55,83,87,57
86,65,59,82,89,60
82,67,55,102,77,49
80,68,50,134,64,32
80,66,49,136,60,29
81,67,48,134,60,30
80,66,49,138,60,28
80,67,48,129,60,30
76,60,44,105,61,31
73,55,43,105,59,29
73,54,43,102,58,29
76,55,42,101,58,28
75,55,41,105,59,27
75,56,44,106,59,28
72,55,42,103,57,28
76,60,44,113,67,34
79,65,48,126,65,33
80,65,47,132,60,32
80,67,48,131,62,28
81,64,49,130,59,30
80,65,48,127,62,30
81,68,50,124,62,32
80,67,53,114,78,43
77,57,46,115,65,32
77,57,47,110,67,37
79,64,54,104,83,46
76,60,48,111,72,36
75,56,42,116,64,31
76,55,42,114,65,31
76,55,41,112,63,30
76,57,43,110,63,33
78,57,49,103,64,37
74,54,44,103,56,29
72,53,41,104,53,27
75,54,43,102,53,25
75,54,42,101,53,25
74,54,41,103,53,27
74,54,43,103,54,27
73,55,43,102,55,28
74,55,43,100,53,28
74,55,44,99,55,28
74,55,41,100,55,29
73,54,42,101,53,28
75,55,42,100,54,30
75,55,42,100,54,30
76,58,48,97,65,35
76,63,48,108,71,38
74,59,43,119,72,34
77,58,41,121,73,37
79,63,45,112,75,38
79,66,49,107,73,41
79,66,52,106,71,42
82,66,53,101,75,45
79,66,52,100,74,44
77,63,46,107,72,39
76,61,48,116,74,36
77,62,48,120,85,46
79,67,55,111,91,50
86,74,67,90,99,65
91,75,74,79,103,74
83,69,64,81,99,67
90,75,73,84,111,73
84,69,61,92,115,67
83,71,75,85,116,70
89,77,91,70,120,80
91,78,94,66,119,80
93,81,99,67,119,80
93,81,99,68,120,78
93,82,102,71,121,79
93,83,106,73,121,81
94,85,104,74,124,81
95,87,107,75,125,84
96,88,112,76,125,81
96,88,109,78,127,84
99,89,113,80,128,84
97,89,110,78,127,82
96,90,113,79,130,83
96,89,112,81,134,89
97,90,114,83,137,88
98,90,115,84,134,88
96,86,105,86,133,83
89,81,91,91,110,73
80,64,63,107,88,47
74,54,42,121,60,31
74,52,40,121,61,28
75,53,40,125,59,29
71,53,40,125,60,27
75,53,38,123,58,27
72,53,39,122,59,27
75,56,40,121,64,30
74,57,40,127,65,31
72,55,40,128,65,31
74,55,38,128,65,30
77,55,41,126,62,30
73,54,40,124,62,29
73,54,40,125,65,30
76,58,43,110,73,35
82,63,55,87,81,49
75,57,45,55,48,31
74,55,43,56,43,21
76,60,46,87,69,36
76,62,49,102,90,47
88,73,68,93,101,60
83,67,61,80,81,51
82,63,55,86,71,41
81,67,57,101,86,49
79,68,51,111,87,45
78,67,46,117,74,34
78,65,48,114,71,34
78,66,48,111,70,35
77,66,47,119,67,31
79,66,45,124,67,30
77,62,45,121,64,30
73,54,40,122,57,26
74,54,41,125,56,27
73,54,40,125,58,27
73,52,38,124,54,26
70,53,39,124,54,24
73,54,40,126,56,28
73,54,39,127,63,30
74,57,42,127,70,35
76,58,43,129,69,32
76,56,44,130,68,32
76,55,46,131,68,33
75,60,44,129,66,30
77,57,44,131,69,33
72,57,44,129,68,31
76,57,44,125,66,33
75,56,45,115,62,28
73,57,43,95,58,31
75,56,46,89,55,30
77,55,43,93,54,29
74,54,43,101,56,29
78,56,44,114,64,32
72,57,44,118,65,31
76,56,42,117,59,28
73,54,41,118,51,24
74,57,41,117,55,28
80,64,47,120,66,32
77,66,46,117,68,32
77,64,45,108,65,32
77,65,46,113,67,31
80,66,49,110,70,36
82,68,53,94,75,46
82,69,56,87,78,49
81,68,53,90,77,49
81,67,52,89,78,50
85,68,57,82,80,56
84,67,62,75,92,70
81,64,58,84,96,68
81,61,52,93,93,61
79,62,50,101,91,53
78,61,46,113,88,47
76,57,44,123,74,37
76,57,43,131,69,31
77,58,42,133,67,31
74,56,42,132,64,31
74,56,43,127,64,30
75,57,42,121,62,28
73,56,41,122,61,30
74,57,42,125,63,29
74,57,44,130,67,31
76,58,42,131,66,31
76,57,42,128,62,29
76,57,45,121,62,29
77,59,45,111,66,34
79,64,47,109,72,40
77,66,48,122,73,35
78,65,45,129,70,32
78,65,44,129,69,32
78,65,46,130,70,31
77,66,46,128,67,31
79,67,46,127,71,30
79,66,47,127,70,34
80,65,47,126,72,32
78,66,49,126,72,35
78,67,47,126,72,33
77,66,51,124,70,35
79,68,50,122,72,34
79,66,48,122,71,37
80,67,50,118,73,36
77,69,52,114,74,39
83,67,54,103,79,46
80,66,51,104,77,44
84,69,58,92,84,52
83,71,65,88,100,68
82,67,56,98,88,56
80,65,53,99,86,48
79,65,54,96,79,45
79,64,53,100,79,48
75,59,47,115,64,31
75,59,48,114,65,34
76,59,47,116,66,34
75,60,49,116,66,33
74,58,47,117,64,32
75,58,47,118,64,33
75,60,47,116,65,34
76,58,47,116,64,33
75,59,47,116,64,32
75,59,47,114,64,33
75,59,46,113,65,34
75,58,46,120,66,33
76,58,45,118,65,31
75,58,48,114,64,31
74,59,48,115,63,30
75,59,49,112,65,32
74,59,48,112,65,32
75,59,47,109,64,31
76,59,48,109,64,33
76,60,49,109,63,32
75,59,50,107,65,32
75,57,49,109,63,34
77,60,48,109,64,32
75,57,50,111,63,29
73,58,49,113,66,33
74,59,49,113,65,33
76,58,47,111,63,31
73,58,48,109,63,31
74,56,47,107,62,31
77,59,46,112,67,33
78,61,51,96,82,50
78,60,47,86,83,54
77,61,46,87,81,47
76,61,44,89,81,47
78,60,44,91,81,43
75,60,45,94,82,46
78,60,46,94,83,43
76,61,45,94,82,47
76,59,45,94,81,45
76,61,45,94,83,43
77,62,46,94,84,46
76,60,46,94,82,44
77,61,48,90,84,47
79,62,50,88,87,55
78,61,46,93,85,45
77,60,46,94,82,45
77,61,47,87,80,46
75,61,48,85,82,51
78,61,47,89,80,50
76,60,46,105,77,45
78,58,45,119,76,39
78,59,46,118,80,40
77,60,46,105,85,48
76,59,45,107,86,49
78,59,43,114,83,41
77,60,44,105,84,41
77,58,47,93,86,49
79,60,49,86,86,55
78,59,48,94,83,47
78,60,49,90,84,48
79,61,51,87,85,51
80,61,52,81,85,52
76,59,48,89,81,46
76,57,46,103,76,41
77,58,44,110,68,36
77,58,44,107,61,32
77,59,49,92,73,43
77,64,50,83,92,56
83,67,59,81,96,65
83,67,58,82,86,58
78,59,47,93,67,36
74,58,45,99,59,29
73,56,43,102,55,27
77,60,46,115,70,35
79,66,49,127,71,36
81,67,46,131,60,27
78,65,47,131,63,28
79,65,46,129,62,31
78,65,48,128,58,29
79,64,46,126,59,29
80,65,48,132,60,27
77,63,47,127,59,31
75,54,41,112,56,28
73,54,42,104,56,27
72,52,39,98,54,27
73,54,40,102,53,25
71,53,40,102,53,26
73,52,40,107,53,27
72,55,40,114,59,28
74,55,42,113,63,30
74,53,41,112,57,28
72,53,40,105,51,25
73,54,41,95,51,29
73,56,43,92,53,29
74,55,41,96,51,25
74,52,40,99,50,25
73,52,40,104,51,25
72,51,39,107,52,25
71,52,40,106,52,27
74,53,42,105,57,28
72,54,41,111,62,30
75,58,45,110,69,36
77,59,45,117,80,40
76,58,41,131,73,34
75,56,42,134,74,34
75,57,42,133,72,36
76,56,40,134,74,34
75,56,40,133,72,33
75,56,43,134,74,33
76,58,39,133,73,35
73,56,42,132,72,33
75,57,42,132,74,34
77,59,41,129,74,35
86,65,62,65,90,66
83,64,59,73,86,60
80,62,55,82,83,53
82,63,53,87,86,52
82,63,54,87,87,56
83,64,55,85,91,64
82,67,53,122,68,39
80,67,49,136,60,29
82,67,49,136,60,30
82,68,48,139,60,29
80,66,49,133,62,29
76,62,46,114,60,30
75,56,43,103,60,31
74,54,44,105,59,29
75,55,41,102,58,27
74,55,41,103,58,29
73,55,43,106,59,28
73,55,43,106,59,28
74,57,43,102,57,30
75,58,43,107,59,29
76,65,47,126,65,33
82,66,48,138,60,28
79,65,48,135,59,31
83,65,48,131,59,31
80,64,47,127,60,29
81,66,50,124,62,32
79,65,50,120,66,35
76,59,48,115,69,35
73,54,43,115,58,29
78,59,49,108,65,35
84,71,68,93,105,64
83,68,69,97,107,67
78,60,48,112,74,40
75,56,43,115,63,33
75,56,42,113,63,29
80,60,51,104,73,43
77,55,43,103,56,29
74,55,42,104,53,26
72,55,43,103,54,26
74,55,42,102,53,27
74,53,42,104,53,27
74,54,41,105,54,27
75,54,42,104,53,27
74,53,43,104,54,30
73,54,42,104,54,27
73,54,42,103,53,29
73,55,42,102,52,28
75,54,41,103,55,29
77,59,48,98,63,35
79,63,51,96,71,42
76,65,46,115,67,35
76,63,45,116,70,34
76,59,42,123,71,35
74,58,42,124,73,35
74,60,46,113,74,39
77,65,49,108,71,39
80,66,50,110,68,34
79,67,51,108,70,35
79,67,52,102,72,40
77,64,52,103,72,40
77,61,46,110,73,37
78,63,53,102,85,47
89,72,68,85,98,65
87,71,69,87,97,63
84,69,66,81,101,66
93,78,78,78,107,73
98,78,77,72,110,76
89,75,77,73,108,73
92,78,93,69,121,79
90,76,91,65,115,77
90,78,93,65,117,79
93,79,94,65,116,79
91,79,98,67,115,78
92,83,103,71,117,76
94,84,107,73,121,79
95,84,107,73,122,79
95,85,105,73,121,80
94,86,106,74,124,83
96,87,109,76,126,83
98,89,111,77,124,82
96,89,109,81,128,83
98,87,108,83,131,86
93,82,93,88,124,78
88,75,81,90,115,73
82,67,65,99,93,52
75,59,47,114,78,40
74,55,42,120,62,27
75,53,39,124,59,29
72,52,39,124,60,29
73,53,39,124,60,27
73,52,40,123,57,26
74,54,40,123,59,29
76,53,40,123,60,29
73,56,42,127,66,31
73,56,40,128,66,30
73,55,39,127,65,31
74,55,41,126,64,30
73,55,41,124,62,30
73,55,39,125,62,29
76,57,41,122,70,36
73,60,45,115,75,36
78,60,47,85,68,40
73,54,40,45,30,19
76,62,49,90,76,37
79,65,56,106,93,49
83,65,55,94,83,45
86,71,66,94,95,58
83,67,61,80,81,51
78,62,51,96,75,40
82,68,57,108,89,52
77,68,48,113,76,41
77,66,48,116,73,34
77,66,46,116,69,33
78,66,47,114,69,33
77,65,48,122,68,32
78,66,45,125,67,31
75,62,43,120,63,29
72,55,41,119,57,26
72,53,41,120,53,24
72,53,39,121,55,26
74,53,39,123,54,27
72,53,40,125,55,25
72,55,41,129,62,29
73,55,40,130,63,29
74,55,40,129,70,32
76,58,42,128,68,35
75,58,44,128,65,33
73,58,44,130,67,31
76,58,43,130,67,32
76,57,43,131,68,32
75,59,44,131,70,32
76,57,44,128,67,32
75,57,45,123,66,30
74,57,44,110,59,30
74,55,43,99,56,29
76,56,45,94,54,31
77,60,50,94,65,36
80,63,56,94,85,55
79,63,54,100,85,60
76,56,42,119,64,32
76,54,45,117,53,26
74,57,41,117,54,28
76,63,46,108,65,31
80,63,48,98,65,35
77,64,47,95,65,36
77,65,48,106,66,35
83,67,52,106,73,39
81,68,52,94,77,47
82,69,53,94,76,44
79,67,52,94,74,44
80,67,51,91,74,44
83,69,59,79,84,62
82,66,63,73,92,66
81,64,57,82,89,55
79,63,54,83,88,56
81,62,53,88,89,54
78,60,48,109,80,41
75,56,45,124,69,31
76,57,43,131,68,29
75,58,45,129,71,36
78,59,47,121,67,34
76,59,46,121,69,33
75,59,45,126,68,33
76,58,44,128,70,37
76,57,46,128,68,32
74,60,48,117,79,45
74,58,43,125,69,34
75,57,44,120,64,30
77,59,47,109,68,38
79,64,48,110,70,37
79,67,48,121,74,34
78,66,47,128,73,31
78,66,44,129,71,33
77,66,44,129,69,33
78,65,46,130,69,32
77,65,45,129,69,31
77,66,46,129,71,31
75,64,45,130,69,33
79,66,48,127,72,33
78,65,48,127,70,35
78,65,45,128,68,31
80,66,49,128,70,33
79,66,48,125,71,34
79,66,47,123,70,35
77,68,47,121,71,33
82,69,54,114,76,42
81,69,50,115,78,44
80,68,49,119,72,38
79,65,53,97,71,39
87,70,65,77,85,59
79,64,52,105,80,46
75,60,47,112,66,33
74,58,46,112,66,34
73,61,46,114,66,35
73,58,46,113,65,33
75,60,50,113,64,35
75,59,46,115,66,31
74,61,49,114,64,33
73,58,48,113,65,30
73,59,47,114,64,32
74,60,49,113,65,35
74,59,48,112,64,32
74,58,48,114,65,31
74,59,49,113,64,30
73,60,47,115,65,35
75,59,46,120,67,32
75,58,46,117,66,32
76,59,47,113,65,33
75,59,49,113,64,31
75,58,48,105,63,31
75,58,48,105,62,31
75,59,48,104,64,32
75,58,49,103,63,31
75,58,49,104,62,32
77,58,49,104,62,32
75,59,49,106,63,33
75,58,47,111,63,32
74,57,48,111,62,31
75,58,49,110,63,32
75,60,49,111,63,32
77,59,48,109,62,32
75,57,49,108,62,32
74,58,48,111,61,31
73,58,46,110,61,29
76,56,45,106,67,34
78,59,47,96,81,48
77,61,47,87,84,50
78,59,45,92,82,46
78,60,47,92,80,43
74,61,45,95,85,47
76,60,43,97,82,41
77,61,45,94,83,45
76,59,43,98,81,44
76,62,43,102,81,42
76,62,43,103,81,42
74,61,46,99,81,41
77,59,45,93,84,47
78,61,49,90,84,51
80,62,49,87,78,47
76,61,48,83,76,46
77,62,48,82,74,47
77,63,49,84,71,45
78,64,45,89,72,42
76,63,47,95,77,48
81,62,49,99,82,48
80,62,50,101,85,50
78,61,46,97,87,51
76,60,45,111,85,40
77,60,44,117,85,39
76,61,43,107,85,43
78,59,47,95,84,47
79,59,49,95,84,48
76,59,45,106,85,44
79,60,44,102,84,43
78,58,46,99,84,45
79,61,49,88,86,53
78,60,50,85,85,54
76,58,46,92,82,48
77,58,46,94,79,43
77,59,49,90,77,44
77,60,49,86,84,51
77,62,48,87,90,55
82,68,57,82,99,68
85,69,64,75,105,79
78,62,51,81,83,54
77,61,47,89,75,48
77,60,47,101,66,36
77,63,48,117,77,41
78,66,47,132,64,31
80,66,47,131,60,29
78,66,46,132,64,30
80,65,47,131,61,29
81,65,48,129,59,28
78,65,47,129,58,28
78,66,48,132,58,29
74,59,44,120,58,29
75,53,41,105,54,25
73,55,40,99,54,27
72,52,43,97,54,28
73,54,42,101,55,24
72,52,40,97,52,26
73,54,42,107,53,28
74,55,38,117,64,31
73,56,44,113,66,31
74,51,42,110,58,30
72,53,39,108,53,25
72,53,40,100,51,27
73,52,41,95,51,29
73,54,40,99,49,25
71,53,41,104,51,25
72,53,39,106,51,25
72,51,40,103,50,23
73,52,41,98,50,25
72,54,41,102,49,25
73,55,41,109,53,28
77,59,49,105,73,42
75,57,44,116,71,35
74,56,41,122,68,32
76,56,43,127,74,33
76,58,41,131,74,34
75,59,41,134,74,34
75,57,41,133,73,35
75,57,41,133,73,34
74,58,41,134,73,34
73,57,41,133,72,34
76,57,41,132,71,35
76,58,42,132,74,35
84,66,63,62,91,71
83,65,63,64,93,71
83,64,60,68,88,71
83,63,61,72,93,72
84,66,61,80,93,70
82,67,61,82,93,63
81,68,57,109,82,52
83,67,50,134,63,30
79,68,48,134,60,28
80,67,48,135,61,32
80,67,50,138,60,29
78,62,47,117,60,28
75,56,44,107,61,30
74,55,42,105,60,30
75,55,42,105,60,29
75,55,42,103,58,27
74,55,42,103,56,28
74,56,41,101,54,28
76,58,44,105,58,29
77,61,47,124,64,32
80,65,47,140,62,30
80,67,49,141,60,28
80,67,47,135,60,28
80,67,46,129,59,30
79,67,47,125,61,29
79,64,48,121,67,34
76,59,47,115,66,35
73,55,42,116,59,30
74,55,45,114,56,28
79,62,54,102,76,41
85,73,79,81,114,73
89,77,90,73,131,86
84,71,72,88,104,64
77,59,51,110,73,37
79,61,48,113,69,38
76,57,50,102,62,35
74,54,42,104,54,27
75,55,42,106,55,26
73,55,43,103,54,27
74,55,42,103,53,28
73,53,42,106,55,26
73,54,41,107,54,27
73,54,43,106,51,26
73,53,41,106,54,28
72,54,39,107,51,26
73,53,40,108,53,26
74,55,43,105,56,27
75,56,44,108,65,35
76,60,46,112,71,38
77,64,47,112,69,33
78,63,45,117,68,35
78,65,48,114,68,32
78,62,46,117,70,37
75,58,41,124,71,34
75,57,42,126,73,35
77,59,43,123,74,38
78,64,47,117,74,39
76,66,49,115,71,36
78,67,50,113,71,38
80,67,52,103,71,40
80,66,54,90,81,52
81,66,61,79,88,65
83,66,62,72,88,62
83,68,62,81,89,61
83,68,61,86,86,57
83,68,60,90,94,61
87,70,65,80,96,72
88,72,71,74,104,77
88,75,86,72,119,77
90,76,92,66,121,81
92,77,93,65,117,77
93,78,95,65,115,79
91,80,96,67,116,78
94,82,101,70,114,75
94,85,107,74,120,77
97,86,109,74,123,79
97,87,110,72,123,79
95,85,108,74,121,80
97,86,110,75,125,82
94,84,97,83,125,81
90,77,87,91,109,67
85,69,69,92,96,59
79,64,61,89,86,48
77,62,55,90,77,43
75,59,50,95,72,40
77,58,46,111,68,34
75,54,40,120,62,29
75,53,38,123,60,27
73,53,38,125,61,28
71,53,38,124,60,28
74,53,39,123,57,28
74,54,40,124,60,27
74,55,41,126,65,31
75,56,39,129,67,31
74,56,39,128,66,31
74,55,41,126,64,32
72,53,40,125,62,30
73,54,40,125,63,29
75,58,44,120,73,34
77,62,51,111,94,48
78,62,50,97,85,44
75,57,45,67,53,32
74,56,43,57,39,22
79,66,54,106,101,53
80,62,57,100,95,56
81,65,55,90,83,48
84,67,61,90,88,49
84,65,55,74,63,44
79,61,50,86,70,36
81,69,55,113,90,52
76,67,45,115,71,33
78,68,48,115,73,33
76,66,46,121,67,32
79,67,46,119,68,29
77,65,47,123,69,32
77,65,46,127,68,32
77,62,43,118,62,28
73,54,40,119,55,27
72,53,40,122,54,25
72,54,41,125,57,24
73,54,40,128,57,27
73,53,41,129,60,28
